caseid,score,cohort90,female,sclass
21140,46,0,1,1
21144,39,0,1,1
21146,43,0,1,1
21147,10,0,1,4
28958,50,6,1,1
28960,55,6,1,2
28962,49,6,1,1
28963,56,6,1,1
28964,40,6,1,3
28967,8,6,1,3
28968,25,6,1,4
35239,45,8,1,1
35240,63,8,1,1
35241,49,8,1,2
35242,30,8,1,3
35243,61,8,1,2
35244,53,8,1,1
35248,49,8,1,1
35250,35,8,1,4
35251,32,8,1,1
4457,44,-6,1,1
4458,0,-6,1,1
4461,40,-6,1,2
4462,5,-6,1,3
4464,27,-6,1,1
4465,47,-6,1,1
4466,49,-6,1,1
4469,49,-6,1,1
4470,43,-6,1,1
4474,49,-6,1,2
4476,44,-6,1,2
4478,47,-6,1,1
4479,23,-6,1,2
10971,35,-4,1,2
10976,51,-4,1,1
10978,45,-4,1,1
10981,56,-4,1,2
10983,52,-4,1,1
10985,55,-4,1,1
10987,49,-4,1,2
10990,20,-4,1,3
16741,5,-2,1,3
16743,37,-2,1,2
16746,54,-2,1,2
16747,56,-2,1,2
16749,55,-2,1,1
16750,46,-2,1,1
16751,55,-2,1,1
21445,38,0,1,1
21446,29,0,1,1
21448,9,0,1,3
21449,32,0,1,3
21451,23,0,1,1
21452,42,0,1,1
21453,38,0,1,1
21454,39,0,1,1
21455,33,0,1,2
21459,37,0,1,1
29285,65,6,1,1
29286,49,6,1,1
29291,55,6,1,1
29292,57,6,1,1
29296,41,6,1,3
35810,46,8,1,1
35811,30,8,1,2
35812,50,8,1,1
35818,23,8,1,1
35819,29,8,1,2
35820,42,8,1,4
35821,50,8,1,2
35823,64,8,1,1
35824,46,8,1,1
35825,60,8,1,1
35826,47,8,1,3
35829,55,8,1,4
35830,46,8,1,1
35831,63,8,1,2
35833,58,8,1,1
4972,52,-6,1,2
4974,43,-6,1,2
4979,33,-6,1,1
4980,26,-6,1,2
4985,43,-6,1,1
4987,37,-6,1,4
4988,63,-6,1,1
4989,27,-6,1,2
4990,46,-6,1,1
11419,60,-4,1,1
11422,24,-4,1,1
11425,7,-4,1,1
11426,56,-4,1,3
11427,35,-4,1,1
11428,22,-4,1,2
11431,47,-4,1,1
11432,39,-4,1,1
11433,19,-4,1,2
11434,38,-4,1,1
17143,36,-2,1,2
17145,42,-2,1,1
17146,36,-2,1,2
17150,40,-2,1,1
17152,61,-2,1,2
17157,49,-2,1,1
17158,26,-2,1,1
17160,44,-2,1,1
21815,59,0,1,1
21816,43,0,1,1
21817,41,0,1,3
21818,39,0,1,2
21820,47,0,1,1
21821,29,0,1,2
21822,53,0,1,1
21823,47,0,1,1
21826,42,0,1,1
21827,43,0,1,1
21828,18,0,1,3
29661,58,6,1,1
29662,45,6,1,1
29663,42,6,1,3
29664,56,6,1,1
29666,57,6,1,2
29669,35,6,1,1
29670,40,6,1,1
29671,46,6,1,3
29672,64,6,1,3
29674,43,6,1,2
29675,32,6,1,4
29676,36,6,1,1
29677,30,6,1,4
29678,14,6,1,3
36428,46,8,1,2
36433,40,8,1,3
36434,27,8,1,3
36435,47,8,1,2
36439,61,8,1,1
36440,61,8,1,1
36441,44,8,1,2
36442,52,8,1,1
36444,54,8,1,2
36446,45,8,1,4
36448,32,8,1,2
36449,63,8,1,1
36450,57,8,1,1
659,21,-6,1,2
660,46,-6,1,2
661,27,-6,1,3
662,19,-6,1,2
7124,0,-4,1,2
7127,51,-4,1,1
7128,46,-4,1,2
7129,31,-4,1,2
7137,21,-4,1,3
7139,34,-4,1,3
7140,4,-4,1,2
7141,39,-4,1,4
13471,25,-2,1,3
13472,29,-2,1,2
13473,27,-2,1,2
13474,20,-2,1,3
13475,28,-2,1,1
13478,6,-2,1,1
13479,45,-2,1,1
13483,25,-2,1,1
13484,19,-2,1,1
13485,25,-2,1,2
18857,20,0,1,3
18860,0,0,1,2
18862,21,0,1,4
18863,41,0,1,3
18864,26,0,1,1
18865,40,0,1,1
26791,46,6,1,1
26792,23,6,1,1
26794,62,6,1,1
26796,55,6,1,1
26801,51,6,1,1
31404,54,8,1,1
31406,39,8,1,1
31407,59,8,1,1
31409,45,8,1,2
31411,34,8,1,2
31412,19,8,1,4
31413,25,8,1,2
31414,37,8,1,1
31416,32,8,1,1
1784,28,-6,1,1
1785,49,-6,1,1
1786,14,-6,1,1
1787,13,-6,1,4
1788,54,-6,1,2
1789,52,-6,1,2
1790,9,-6,1,3
1791,50,-6,1,1
8306,45,-4,1,1
8307,16,-4,1,2
8311,47,-4,1,1
8313,43,-4,1,1
8314,44,-4,1,1
14430,44,-2,1,4
14431,23,-2,1,1
14432,55,-2,1,1
19612,46,0,1,1
19613,22,0,1,2
27482,52,6,1,1
27483,52,6,1,2
32686,16,8,1,3
32688,31,8,1,2
32692,41,8,1,3
32697,52,8,1,1
32698,42,8,1,1
32699,57,8,1,1
3124,9,-6,1,3
3125,0,-6,1,3
3126,9,-6,1,1
3127,0,-6,1,2
3129,6,-6,1,3
3131,0,-6,1,3
3132,0,-6,1,2
3134,24,-6,1,3
3142,9,-6,1,2
3143,42,-6,1,1
3144,32,-6,1,1
3145,38,-6,1,3
9513,30,-4,1,1
9514,30,-4,1,2
9515,49,-4,1,2
9516,49,-4,1,2
9519,53,-4,1,1
9520,50,-4,1,4
9521,46,-4,1,2
9522,44,-4,1,4
9524,28,-4,1,2
15487,17,-2,1,2
15489,21,-2,1,3
15491,53,-2,1,1
15494,44,-2,1,2
15497,30,-2,1,2
15498,0,-2,1,2
15500,12,-2,1,3
15503,33,-2,1,2
20482,20,0,1,1
20483,41,0,1,1
20484,20,0,1,3
20485,39,0,1,1
20488,21,0,1,4
20491,34,0,1,2
20495,33,0,1,2
28317,45,6,1,4
28319,42,6,1,1
28320,29,6,1,4
28321,31,6,1,3
28322,32,6,1,3
28323,39,6,1,1
34041,34,8,1,2
34043,26,8,1,3
34044,32,8,1,2
34045,29,8,1,3
34046,31,8,1,2
34047,52,8,1,1
34049,41,8,1,1
34050,12,8,1,2
34051,47,8,1,2
34052,47,8,1,1
34053,55,8,1,1
34054,38,8,1,1
34055,35,8,1,2
34057,38,8,1,1
34059,45,8,1,2
34060,24,8,1,1
34061,47,8,1,3
34062,33,8,1,3
34063,27,8,1,4
34066,44,8,1,3
34067,22,8,1,2
34073,39,8,1,2
34076,27,8,1,4
4552,49,-6,1,1
4553,21,-6,1,2
4557,12,-6,1,3
4558,22,-6,1,4
4559,0,-6,1,2
4560,29,-6,1,4
4563,33,-6,1,2
11035,18,-4,1,3
11036,6,-4,1,1
11037,45,-4,1,2
11040,0,-4,1,3
11041,46,-4,1,1
11043,31,-4,1,2
16802,38,-2,1,2
16804,40,-2,1,2
16805,4,-2,1,4
16809,22,-2,1,2
16810,47,-2,1,1
21511,44,0,1,1
21514,43,0,1,1
21516,43,0,1,3
21517,47,0,1,1
29341,37,6,1,4
35911,47,8,1,3
35912,53,8,1,2
35913,26,8,1,4
35914,46,8,1,2
35917,32,8,1,2
4638,32,-6,1,2
4639,4,-6,1,3
4641,53,-6,1,1
4643,0,-6,1,1
11127,13,-4,1,2
11128,27,-4,1,4
11129,36,-4,1,1
11130,4,-4,1,3
11137,47,-4,1,2
11138,28,-4,1,2
11140,47,-4,1,1
16860,33,-2,1,3
16861,0,-2,1,1
16862,31,-2,1,3
16864,17,-2,1,2
16866,17,-2,1,2
16867,0,-2,1,2
16870,22,-2,1,3
16871,5,-2,1,3
16872,32,-2,1,2
16875,55,-2,1,1
21575,26,0,1,1
21576,38,0,1,1
21577,28,0,1,3
21578,45,0,1,2
21579,36,0,1,2
21580,0,0,1,3
21581,29,0,1,2
21582,41,0,1,2
21584,24,0,1,2
21585,28,0,1,2
21586,35,0,1,1
21587,37,0,1,3
29394,37,6,1,2
29397,35,6,1,1
29399,34,6,1,2
29402,26,6,1,2
29404,36,6,1,3
35987,53,8,1,1
35990,20,8,1,2
35992,60,8,1,2
36002,12,8,1,4
4709,41,-6,1,3
4710,0,-6,1,4
4711,15,-6,1,3
4712,25,-6,1,3
4713,0,-6,1,3
4714,0,-6,1,3
4715,0,-6,1,2
4716,0,-6,1,2
4717,0,-6,1,3
4718,0,-6,1,2
4719,0,-6,1,4
4720,35,-6,1,3
11172,29,-4,1,1
11174,48,-4,1,2
11176,5,-4,1,3
11179,49,-4,1,1
11180,26,-4,1,1
16906,46,-2,1,2
16909,51,-2,1,2
16910,32,-2,1,1
16911,30,-2,1,1
16913,26,-2,1,2
16916,26,-2,1,2
16917,19,-2,1,2
16918,19,-2,1,3
16920,18,-2,1,3
16921,28,-2,1,2
16923,19,-2,1,1
16925,20,-2,1,2
16926,20,-2,1,4
16928,40,-2,1,1
16929,43,-2,1,2
21599,36,0,1,1
21601,29,0,1,3
21602,24,0,1,3
21603,16,0,1,3
21607,25,0,1,1
21608,30,0,1,2
21609,37,0,1,1
21612,28,0,1,2
29420,56,6,1,1
29421,50,6,1,3
29424,55,6,1,1
29425,32,6,1,3
29426,42,6,1,2
29431,47,6,1,2
29434,67,6,1,3
29435,13,6,1,1
29436,48,6,1,1
36037,46,8,1,1
36038,68,8,1,1
36039,70,8,1,1
36040,48,8,1,4
36041,45,8,1,2
36043,35,8,1,3
36044,14,8,1,2
36045,31,8,1,3
36047,43,8,1,2
36048,53,8,1,2
36049,48,8,1,1
36051,48,8,1,4
36054,54,8,1,1
36056,56,8,1,2
36057,35,8,1,2
36058,38,8,1,4
152,13,-6,1,2
153,47,-6,1,1
154,46,-6,1,4
159,37,-6,1,1
160,40,-6,1,1
165,30,-6,1,4
166,42,-6,1,1
167,30,-6,1,1
6691,44,-4,1,2
6692,55,-4,1,1
6693,60,-4,1,2
6694,55,-4,1,1
6696,34,-4,1,3
6702,43,-4,1,2
6703,47,-4,1,1
13059,39,-2,1,2
13064,49,-2,1,1
13067,38,-2,1,2
13069,32,-2,1,3
18570,0,0,1,3
18571,20,0,1,2
18573,32,0,1,2
18574,5,0,1,1
18576,46,0,1,1
18577,52,0,1,1
26455,61,6,1,1
26456,37,6,1,3
26458,60,6,1,1
26461,33,6,1,1
26462,57,6,1,2
26466,59,6,1,1
26468,68,6,1,1
26469,43,6,1,3
26470,37,6,1,1
30802,51,8,1,1
30803,55,8,1,2
30805,42,8,1,3
30810,58,8,1,1
30811,45,8,1,1
30813,43,8,1,1
30814,62,8,1,4
30816,58,8,1,1
30817,60,8,1,1
30819,61,8,1,1
30820,32,8,1,4
30821,55,8,1,1
30822,52,8,1,1
30823,52,8,1,1
30825,62,8,1,2
30828,48,8,1,1
30830,31,8,1,1
30832,63,8,1,1
30833,59,8,1,2
183,43,-6,1,1
189,26,-6,1,2
190,45,-6,1,2
194,54,-6,1,1
195,30,-6,1,3
196,45,-6,1,2
197,21,-6,1,1
199,22,-6,1,3
6721,60,-4,1,2
6722,49,-4,1,1
6724,0,-4,1,2
6729,56,-4,1,2
6731,0,-4,1,2
6734,46,-4,1,2
6735,47,-4,1,2
6736,45,-4,1,1
6737,10,-4,1,3
13078,32,-2,1,2
13081,28,-2,1,1
13082,52,-2,1,1
13087,18,-2,1,2
18585,39,0,1,1
18586,26,0,1,1
18587,40,0,1,2
18588,46,0,1,1
18590,34,0,1,1
18592,36,0,1,1
26479,22,6,1,1
26480,36,6,1,4
26482,40,6,1,2
26483,57,6,1,1
26485,30,6,1,4
26487,38,6,1,4
30843,54,8,1,1
30845,52,8,1,1
30847,60,8,1,1
30848,56,8,1,4
30851,61,8,1,1
7836,0,-4,1,3
7837,0,-4,1,3
7839,37,-4,1,2
7845,10,-4,1,3
7846,31,-4,1,1
7847,20,-4,1,2
14063,38,-2,1,1
14066,29,-2,1,2
14067,7,-2,1,3
14070,22,-2,1,2
14072,48,-2,1,1
14073,40,-2,1,2
14074,55,-2,1,2
14078,56,-2,1,1
14079,32,-2,1,1
14080,54,-2,1,2
14081,41,-2,1,1
14082,5,-2,1,3
19303,49,0,1,1
19304,53,0,1,3
19306,0,0,1,2
19309,34,0,1,1
19310,44,0,1,1
19311,33,0,1,4
19312,40,0,1,3
19314,55,0,1,1
19315,32,0,1,3
19318,26,0,1,1
19320,49,0,1,1
19321,25,0,1,4
19322,49,0,1,1
27188,70,6,1,1
27189,50,6,1,4
27190,41,6,1,1
27192,58,6,1,1
27194,54,6,1,1
27196,59,6,1,2
27198,29,6,1,2
32152,46,8,1,3
32154,68,8,1,1
32155,56,8,1,1
32160,60,8,1,3
32164,59,8,1,1
32166,46,8,1,1
32167,53,8,1,2
32168,35,8,1,3
32170,63,8,1,1
32177,63,8,1,1
32178,68,8,1,1
2949,27,-6,1,1
2950,4,-6,1,2
2951,8,-6,1,2
2952,33,-6,1,2
2953,48,-6,1,1
2954,44,-6,1,3
2955,32,-6,1,2
2956,28,-6,1,2
9313,12,-4,1,3
9317,3,-4,1,3
9318,44,-4,1,3
9320,51,-4,1,1
9324,45,-4,1,1
9326,0,-4,1,2
9328,15,-4,1,3
15327,35,-2,1,1
15329,31,-2,1,2
15331,15,-2,1,2
15334,24,-2,1,1
15335,17,-2,1,1
15337,38,-2,1,3
15338,21,-2,1,2
15339,21,-2,1,2
20340,12,0,1,3
20345,20,0,1,4
20346,36,0,1,2
20347,31,0,1,3
28173,47,6,1,1
28176,25,6,1,3
33847,53,8,1,1
33848,34,8,1,1
33850,41,8,1,3
33851,50,8,1,2
33852,34,8,1,3
33853,35,8,1,2
33854,45,8,1,2
33855,49,8,1,1
3909,29,-6,1,1
3912,34,-6,1,1
3916,47,-6,1,3
3917,45,-6,1,2
3918,21,-6,1,2
3919,45,-6,1,3
3923,47,-6,1,2
10379,45,-4,1,2
10382,46,-4,1,1
10383,34,-4,1,1
10385,34,-4,1,1
10386,32,-4,1,1
10389,55,-4,1,1
10393,19,-4,1,1
10396,46,-4,1,1
10397,54,-4,1,1
10398,38,-4,1,1
16206,32,-2,1,1
16207,56,-2,1,1
16208,24,-2,1,2
16214,7,-2,1,1
16217,51,-2,1,2
16218,29,-2,1,1
16219,40,-2,1,1
16220,40,-2,1,2
16221,49,-2,1,3
16223,43,-2,1,1
16225,55,-2,1,2
21057,46,0,1,1
21062,60,0,1,1
21064,24,0,1,1
21065,37,0,1,4
28857,43,6,1,3
28861,36,6,1,3
28862,58,6,1,1
28863,46,6,1,3
28865,63,6,1,1
28867,51,6,1,2
28870,46,6,1,1
35052,42,8,1,2
35053,62,8,1,1
35054,35,8,1,2
35056,48,8,1,1
35058,59,8,1,1
35061,62,8,1,1
35062,55,8,1,1
35063,48,8,1,2
35065,61,8,1,1
35067,48,8,1,2
35071,47,8,1,2
35074,51,8,1,1
35075,57,8,1,1
35077,69,8,1,1
35079,46,8,1,1
35081,33,8,1,3
35082,43,8,1,3
35083,44,8,1,1
35085,53,8,1,1
35087,45,8,1,2
35088,37,8,1,4
35089,50,8,1,2
4129,49,-6,1,4
4131,17,-6,1,4
4133,24,-6,1,2
4134,45,-6,1,1
4135,62,-6,1,2
4138,35,-6,1,4
4139,40,-6,1,1
4140,40,-6,1,2
4142,53,-6,1,1
4143,19,-6,1,2
4145,63,-6,1,1
4146,35,-6,1,1
4147,27,-6,1,3
10596,39,-4,1,2
10597,7,-4,1,1
10598,36,-4,1,1
10599,32,-4,1,2
10600,24,-4,1,2
10601,39,-4,1,1
10602,43,-4,1,1
10603,15,-4,1,1
10605,42,-4,1,1
10606,45,-4,1,1
10607,44,-4,1,3
10608,35,-4,1,2
16392,61,-2,1,1
16396,28,-2,1,2
16398,34,-2,1,1
16399,50,-2,1,1
16400,44,-2,1,1
16406,54,-2,1,1
21193,49,0,1,1
21194,22,0,1,1
21199,49,0,1,1
29029,45,6,1,2
29030,51,6,1,1
29032,41,6,1,1
29036,52,6,1,2
29037,54,6,1,1
29042,35,6,1,1
35357,55,8,1,1
35358,55,8,1,1
35359,35,8,1,2
35360,50,8,1,4
35361,53,8,1,2
35362,51,8,1,2
35363,44,8,1,1
35365,62,8,1,1
35366,36,8,1,2
35367,42,8,1,2
35370,26,8,1,3
35371,43,8,1,1
35373,27,8,1,4
35374,55,8,1,1
35375,37,8,1,2
35376,14,8,1,3
35377,48,8,1,2
35380,56,8,1,2
35381,43,8,1,1
35383,47,8,1,2
6355,21,-6,1,1
6356,37,-6,1,1
6359,21,-6,1,3
6360,16,-6,1,3
6361,0,-6,1,1
6362,36,-6,1,2
6365,49,-6,1,3
6368,47,-6,1,3
12725,0,-4,1,3
12730,41,-4,1,1
12731,8,-4,1,1
12733,39,-4,1,2
12737,18,-4,1,3
12740,46,-4,1,3
12741,29,-4,1,3
18312,40,-2,1,3
18313,8,-2,1,4
22795,13,0,1,3
22796,22,0,1,3
22797,0,0,1,2
22798,17,0,1,3
22799,22,0,1,1
22800,29,0,1,4
22801,23,0,1,3
30544,23,6,1,3
30545,47,6,1,1
30546,63,6,1,2
38073,48,8,1,4
38074,63,8,1,1
65,30,-6,1,1
66,0,-6,1,4
68,9,-6,1,2
71,42,-6,1,3
72,49,-6,1,1
73,49,-6,1,2
74,54,-6,1,1
78,28,-6,1,1
6581,33,-4,1,2
6583,53,-4,1,3
6585,39,-4,1,2
6586,29,-4,1,1
6587,46,-4,1,1
6588,30,-4,1,1
6589,30,-4,1,2
6590,55,-4,1,1
6591,10,-4,1,1
6593,4,-4,1,2
6597,31,-4,1,3
12923,30,-2,1,2
12924,39,-2,1,1
12925,36,-2,1,1
12927,37,-2,1,4
12928,23,-2,1,3
12930,55,-2,1,1
12933,36,-2,1,4
12937,30,-2,1,2
18481,44,0,1,2
18482,34,0,1,2
18483,24,0,1,4
18484,21,0,1,1
18486,37,0,1,2
18487,48,0,1,1
18491,30,0,1,1
26379,39,6,1,2
26380,39,6,1,1
26381,55,6,1,1
26382,46,6,1,1
26386,37,6,1,3
26387,32,6,1,3
26388,35,6,1,3
26389,21,6,1,4
26390,58,6,1,1
26391,16,6,1,1
30695,50,8,1,1
30696,32,8,1,2
30699,46,8,1,1
30700,31,8,1,4
30702,55,8,1,2
30703,38,8,1,3
30705,46,8,1,3
30706,39,8,1,3
30707,50,8,1,1
30708,31,8,1,3
30709,40,8,1,4
202,24,-6,1,1
203,20,-6,1,1
207,15,-6,1,1
209,29,-6,1,2
212,22,-6,1,1
214,50,-6,1,1
219,56,-6,1,1
220,27,-6,1,3
221,0,-6,1,2
226,56,-6,1,1
227,48,-6,1,1
6742,43,-4,1,1
6743,43,-4,1,2
6744,31,-4,1,2
6745,24,-4,1,3
6746,18,-4,1,1
6750,36,-4,1,2
6751,22,-4,1,3
6755,36,-4,1,2
6758,22,-4,1,3
13089,5,-2,1,2
13090,20,-2,1,4
13092,22,-2,1,2
13094,44,-2,1,1
13095,41,-2,1,1
13096,27,-2,1,1
13097,28,-2,1,1
13098,0,-2,1,4
13099,21,-2,1,2
13101,41,-2,1,1
13104,20,-2,1,2
13105,34,-2,1,1
18595,54,0,1,1
18596,26,0,1,3
18597,46,0,1,1
18598,21,0,1,1
18599,42,0,1,1
18602,34,0,1,3
18603,39,0,1,3
18606,41,0,1,1
26488,49,6,1,1
26489,59,6,1,1
26491,46,6,1,2
26493,45,6,1,1
26494,54,6,1,1
26498,47,6,1,2
26502,43,6,1,2
30858,49,8,1,1
30859,55,8,1,1
30860,39,8,1,1
30861,38,8,1,1
30862,51,8,1,1
30865,44,8,1,1
30869,27,8,1,3
30873,34,8,1,1
30876,30,8,1,3
30877,53,8,1,1
30878,31,8,1,1
30879,40,8,1,3
30881,25,8,1,2
30882,49,8,1,2
240,34,-6,1,1
242,23,-6,1,1
243,26,-6,1,2
244,20,-6,1,1
246,35,-6,1,1
252,36,-6,1,2
253,38,-6,1,2
415,45,-6,1,2
417,0,-6,1,3
418,0,-6,1,3
419,45,-6,1,1
420,42,-6,1,1
421,43,-6,1,1
422,26,-6,1,1
424,52,-6,1,1
425,55,-6,1,1
428,48,-6,1,1
429,49,-6,1,1
432,9,-6,1,1
433,52,-6,1,1
6873,43,-4,1,1
6875,37,-4,1,4
6877,16,-4,1,3
6878,11,-4,1,4
6880,45,-4,1,1
6883,16,-4,1,2
6884,27,-4,1,3
6885,5,-4,1,2
6886,47,-4,1,2
6887,42,-4,1,2
6888,30,-4,1,1
6889,16,-4,1,3
6890,48,-4,1,2
13256,42,-2,1,1
13257,18,-2,1,4
13258,19,-2,1,3
13259,51,-2,1,1
13260,30,-2,1,1
13263,36,-2,1,2
13264,46,-2,1,2
13267,35,-2,1,1
13274,42,-2,1,1
13275,20,-2,1,1
13278,0,-2,1,1
18722,33,0,1,2
18723,8,0,1,1
18727,38,0,1,2
18729,41,0,1,1
18730,26,0,1,3
18733,35,0,1,2
18734,29,0,1,2
18735,47,0,1,1
18736,35,0,1,1
18739,66,0,1,2
18740,56,0,1,1
26634,47,6,1,1
26636,27,6,1,2
26637,61,6,1,1
26642,56,6,1,1
26644,27,6,1,2
31083,37,8,1,1
31084,42,8,1,3
31085,42,8,1,2
31086,50,8,1,1
31089,53,8,1,1
31090,54,8,1,1
31091,53,8,1,1
31093,37,8,1,1
31094,29,8,1,1
31095,51,8,1,1
31097,49,8,1,1
31099,54,8,1,1
31100,41,8,1,1
31102,47,8,1,2
31103,52,8,1,1
31104,55,8,1,1
31105,47,8,1,1
31106,52,8,1,1
484,53,-6,1,1
485,42,-6,1,2
486,56,-6,1,1
6918,47,-4,1,1
6919,38,-4,1,1
13316,31,-2,1,1
13317,46,-2,1,1
13318,39,-2,1,1
18756,44,0,1,1
18757,48,0,1,2
18758,35,0,1,1
26670,47,6,1,2
26671,32,6,1,1
757,32,-6,1,2
758,48,-6,1,1
759,52,-6,1,1
760,56,-6,1,2
793,19,-6,1,1
794,38,-6,1,3
795,8,-6,1,1
796,11,-6,1,2
799,48,-6,1,1
800,20,-6,1,2
801,29,-6,1,1
802,33,-6,1,2
805,3,-6,1,3
806,49,-6,1,3
809,39,-6,1,3
811,0,-6,1,3
812,22,-6,1,2
7278,29,-4,1,3
7279,14,-4,1,3
7280,38,-4,1,1
7281,12,-4,1,3
7283,15,-4,1,3
7284,3,-4,1,1
7286,24,-4,1,3
7288,5,-4,1,4
7289,48,-4,1,1
7290,12,-4,1,4
7293,35,-4,1,1
7294,23,-4,1,2
7296,17,-4,1,1
7297,0,-4,1,4
7298,43,-4,1,1
13610,29,-2,1,2
13613,25,-2,1,2
13614,27,-2,1,1
13617,37,-2,1,1
13618,44,-2,1,2
13619,18,-2,1,3
13620,36,-2,1,1
13621,42,-2,1,3
18963,47,0,1,4
18966,38,0,1,1
18968,33,0,1,2
18969,33,0,1,2
26887,54,6,1,1
26890,39,6,1,2
31602,35,8,1,3
31604,57,8,1,1
31607,20,8,1,4
31608,47,8,1,2
31610,31,8,1,3
31611,0,8,1,3
31612,40,8,1,2
31614,37,8,1,2
1559,6,-6,1,3
1560,3,-6,1,3
1561,17,-6,1,3
1563,0,-6,1,2
1566,0,-6,1,3
1568,37,-6,1,2
1569,31,-6,1,2
1570,0,-6,1,3
1571,4,-6,1,2
1572,5,-6,1,3
1573,19,-6,1,2
8079,0,-4,1,3
8081,5,-4,1,2
8086,26,-4,1,3
8087,8,-4,1,3
8088,0,-4,1,3
8090,0,-4,1,2
14269,19,-2,1,3
14270,24,-2,1,2
14272,17,-2,1,2
14273,14,-2,1,2
14275,33,-2,1,2
14277,16,-2,1,3
19487,19,0,1,4
19488,8,0,1,4
19490,22,0,1,3
19493,0,0,1,4
19494,36,0,1,4
19497,28,0,1,1
19498,8,0,1,3
19499,9,0,1,3
27375,25,6,1,2
27377,51,6,1,1
27378,24,6,1,2
27379,29,6,1,1
27381,54,6,1,1
27382,20,6,1,4
32484,52,8,1,2
32485,43,8,1,2
32486,27,8,1,1
32490,0,8,1,3
32491,48,8,1,3
32494,36,8,1,3
32496,42,8,1,3
1665,6,-6,1,3
1666,0,-6,1,3
1667,0,-6,1,3
1670,16,-6,1,3
1672,29,-6,1,3
8192,6,-4,1,2
8193,9,-4,1,4
8194,20,-4,1,3
8196,0,-4,1,3
8198,0,-4,1,4
8199,4,-4,1,3
14349,7,-2,1,3
14350,5,-2,1,3
19552,30,0,1,1
19553,26,0,1,2
27428,26,6,1,3
32605,9,8,1,4
32606,34,8,1,4
32607,36,8,1,2
32608,19,8,1,4
32684,42,8,1,1
1778,32,-6,1,2
1779,55,-6,1,2
1950,0,-6,1,3
1953,45,-6,1,3
8449,40,-4,1,1
14563,43,-2,1,1
14564,19,-2,1,3
2019,54,-6,1,1
2020,53,-6,1,1
2021,62,-6,1,2
2022,49,-6,1,1
2023,54,-6,1,1
2024,55,-6,1,1
2025,56,-6,1,1
2026,51,-6,1,1
8519,53,-4,1,1
8520,62,-4,1,1
8521,62,-4,1,1
8522,59,-4,1,1
8523,63,-4,1,1
8524,52,-4,1,1
8525,56,-4,1,2
14617,56,-2,1,2
14618,60,-2,1,1
14619,63,-2,1,1
14620,63,-2,1,2
14621,54,-2,1,1
14622,56,-2,1,1
14623,63,-2,1,1
14624,54,-2,1,1
14625,43,-2,1,1
14626,61,-2,1,1
14627,62,-2,1,1
14628,55,-2,1,4
19767,0,0,1,1
19768,0,0,1,1
19769,0,0,1,1
19770,0,0,1,1
19771,0,0,1,1
19772,0,0,1,1
27627,21,6,1,1
27628,32,6,1,1
27629,22,6,1,1
27630,11,6,1,1
27631,18,6,1,1
27632,35,6,1,2
32929,63,8,1,4
32930,63,8,1,4
32931,52,8,1,4
32932,57,8,1,1
32933,60,8,1,1
32934,67,8,1,1
32935,58,8,1,2
32936,60,8,1,1
32937,49,8,1,1
32938,39,8,1,2
32939,63,8,1,1
32940,58,8,1,1
32941,57,8,1,4
32942,55,8,1,2
2502,18,-6,1,2
2983,14,-6,1,2
2988,41,-6,1,1
2992,49,-6,1,2
2993,25,-6,1,1
2994,13,-6,1,2
2995,56,-6,1,1
2996,0,-6,1,1
2998,42,-6,1,1
2999,48,-6,1,1
3000,0,-6,1,3
9348,29,-4,1,1
9349,48,-4,1,2
9350,37,-4,1,3
9351,19,-4,1,1
9354,12,-4,1,1
9357,43,-4,1,2
9358,29,-4,1,2
9360,34,-4,1,1
9361,25,-4,1,1
9362,14,-4,1,3
9363,27,-4,1,1
9364,31,-4,1,1
9365,52,-4,1,1
15366,27,-2,1,2
15367,11,-2,1,2
15368,25,-2,1,2
15370,30,-2,1,2
15371,46,-2,1,1
15373,15,-2,1,3
15375,43,-2,1,2
15376,37,-2,1,2
15378,37,-2,1,2
20362,28,0,1,3
20363,28,0,1,2
20364,31,0,1,2
20366,48,0,1,1
20369,0,0,1,2
28197,45,6,1,3
28198,38,6,1,2
28199,27,6,1,1
28200,33,6,1,1
28203,40,6,1,1
28207,20,6,1,1
28209,18,6,1,4
28210,33,6,1,2
33875,43,8,1,1
33876,29,8,1,3
33877,32,8,1,2
33880,58,8,1,2
33882,62,8,1,1
33884,21,8,1,2
33885,50,8,1,1
33887,41,8,1,3
33888,28,8,1,2
33889,56,8,1,2
33891,35,8,1,3
33892,35,8,1,3
33893,56,8,1,2
33896,39,8,1,2
3035,0,-6,1,1
3040,0,-6,1,3
3043,11,-6,1,3
3045,19,-6,1,3
3046,20,-6,1,3
9402,4,-4,1,3
9403,3,-4,1,3
9404,12,-4,1,1
9405,6,-4,1,3
9407,0,-4,1,3
9408,0,-4,1,3
9411,15,-4,1,2
9412,23,-4,1,3
15405,0,-2,1,4
15407,0,-2,1,2
15408,18,-2,1,1
15410,0,-2,1,4
15411,28,-2,1,3
15413,13,-2,1,1
20389,24,0,1,3
20390,23,0,1,3
20394,16,0,1,3
20396,28,0,1,2
28227,31,6,1,4
28228,25,6,1,4
28230,28,6,1,1
33925,20,8,1,1
33928,42,8,1,2
33930,30,8,1,4
3218,13,-6,1,3
3219,21,-6,1,1
3220,24,-6,1,2
3224,0,-6,1,1
3225,0,-6,1,1
3226,0,-6,1,1
3227,0,-6,1,4
9595,6,-4,1,1
